cells,sc3-Initial,Monocle-Initial,Seurat-Initial,Consensus-Initial,sc3-33,Monocle-33,Seurat-33,Consensus-33,sc3-66,Monocle-66,Seurat-66,Consensus-66,sc3-90,Monocle-90,Seurat-90,Consensus-90,sc3-Final,Monocle-Final,Seurat-Final,Consensus-Final
Evan_MC_E1_cell267944,73,13,8,54,52,7,14,52,52,7,14,51,52,7,14,47,73,13,8,30
Evan_MC_E1_cell268122,49,3,7,14,75,25,16,-1,75,25,16,-1,75,25,16,-1,16,3,7,19
Evan_MC_E1_cell268386,19,28,4,108,12,15,3,36,1,15,3,52,1,15,3,55,17,4,4,53
Evan_MC_E1_cell268430,1,15,3,-1,6,20,1,73,5,14,1,3,4,14,1,5,1,15,3,50
Evan_MC_E1_cell268520,49,19,6,2,77,25,16,-1,77,25,16,-1,77,25,16,-1,16,6,6,45
Evan_MC_E1_cell269101,79,9,2,60,79,9,2,34,79,9,2,33,79,9,2,38,51,9,2,46
Evan_MC_E1_cell269137,79,9,2,60,78,27,1,4,78,14,1,3,4,14,1,5,51,9,2,46
Evan_MC_E1_cell269277,5,27,1,-1,73,13,8,64,73,13,8,63,73,13,8,53,4,14,1,4
Evan_MC_E1_cell269280,73,13,8,54,65,12,20,-1,65,12,20,-1,65,12,20,-1,73,13,8,30
Evan_MC_E1_cell269828,68,31,13,19,24,4,4,72,24,4,4,-1,24,4,4,-1,68,31,13,11
Evan_MC_E1_cell270011,58,24,18,-1,79,9,2,34,79,9,2,33,79,9,2,38,21,4,18,-1
Evan_MC_E1_cell270048,68,31,13,19,79,9,2,34,79,9,2,33,79,9,2,38,68,31,13,11
Evan_MC_E1_cell270107,68,31,13,19,57,33,15,16,57,33,15,20,57,33,15,23,68,31,13,11
Evan_MC_E1_cell270235,79,34,2,60,73,13,8,64,73,13,8,63,73,13,8,53,51,9,2,46
Evan_MC_E1_cell270798,20,17,5,-1,72,36,28,-1,72,36,28,-1,72,36,28,-1,20,1,5,20
Evan_MC_E1_cell270984,49,10,7,-1,53,30,9,11,53,30,9,17,53,30,9,18,16,6,7,-1
Evan_MC_E1_cell271064,6,14,1,24,79,9,2,34,79,9,2,33,79,9,2,38,4,14,1,4
Evan_MC_E1_cell271187,17,4,4,56,12,15,3,36,1,15,3,52,1,15,3,55,17,4,4,53
Evan_MC_E1_cell271483,49,10,7,-1,12,15,3,36,1,15,3,52,1,15,3,55,16,6,7,-1
Evan_MC_E1_cell271659,49,19,6,2,79,27,1,4,79,14,1,3,79,14,1,5,16,6,6,45
Evan_MC_E1_cell272193,31,19,7,1,73,13,8,64,73,13,8,63,73,13,8,53,10,6,7,1
Evan_MC_E1_cell272497,49,7,14,52,25,17,5,9,25,17,5,9,25,17,5,10,16,7,14,-1
Evan_MC_E1_cell272822,58,30,9,9,24,17,5,9,24,17,5,9,24,17,5,10,21,21,9,6
Evan_MC_E1_cell272870,49,10,6,2,19,4,4,107,17,4,4,81,17,4,4,67,16,6,6,45
Evan_MC_E1_cell273038,31,31,7,1,68,31,13,15,68,31,13,11,68,31,13,12,10,31,7,1
Evan_MC_E1_cell273161,64,29,17,-1,72,36,21,-1,72,36,21,-1,72,36,21,-1,64,29,17,-1
Evan_MC_E1_cell273461,64,29,17,-1,58,16,11,5,58,16,11,6,58,16,11,4,64,29,17,-1
Evan_MC_E1_cell273496,49,19,22,-1,31,3,7,1,31,3,7,1,31,3,7,2,16,6,22,-1
Evan_MC_E1_cell273686,75,25,16,-1,79,9,2,34,79,9,2,33,79,9,2,38,75,25,16,-1
Evan_MC_E1_cell273837,31,10,7,1,6,14,1,73,5,14,1,3,4,14,1,5,10,6,7,1
Evan_MC_E1_cell274051,31,33,7,1,78,35,1,-1,78,14,1,3,4,14,1,5,10,33,7,1
Evan_MC_E1_cell274179,68,31,13,19,53,30,9,11,53,30,9,17,53,30,9,18,68,31,13,11
Evan_MC_E1_cell274401,73,13,8,54,79,9,2,34,79,9,2,33,79,9,2,38,73,13,8,30
Evan_MC_E1_cell274563,73,13,8,54,73,13,8,64,73,13,8,63,73,13,8,53,73,13,8,30
Evan_MC_E1_cell274718,58,16,11,4,58,16,11,5,58,16,11,6,58,16,11,4,21,16,11,14
Evan_MC_E1_cell275122,31,3,7,1,79,9,2,34,79,9,2,33,79,9,2,38,10,3,7,1
Evan_MC_E1_cell275276,69,32,19,-1,18,24,4,90,17,4,4,81,17,4,4,67,50,32,19,-1
Evan_MC_E1_cell275908,24,17,5,85,78,22,18,-1,78,22,18,-1,4,22,18,-1,20,1,5,20
Evan_MC_E1_cell275947,52,7,23,-1,79,9,2,34,79,9,2,33,79,9,2,38,52,7,2,40
Evan_MC_E1_cell275973,63,22,12,20,54,30,9,32,54,30,9,31,54,30,9,28,63,22,12,17
Evan_MC_E1_cell276109,64,29,17,-1,79,9,2,34,79,9,2,33,79,9,2,38,64,29,17,-1
Evan_MC_E1_cell276262,49,33,7,-1,64,29,17,-1,64,29,17,-1,64,29,17,-1,16,33,7,-1
Evan_MC_E1_cell276389,7,35,18,-1,19,4,4,107,17,4,4,81,17,4,4,67,7,14,18,-1
Evan_MC_E1_cell276771,19,28,4,108,79,9,2,34,79,9,2,33,79,9,2,38,17,4,4,53
Evan_MC_E1_cell277056,79,9,2,60,49,36,21,-1,49,36,21,-1,49,36,21,-1,51,9,2,46
Evan_MC_E1_cell277131,24,17,5,85,17,4,4,72,17,4,4,81,17,4,4,67,20,1,5,20
Evan_MC_E1_cell277269,4,14,1,24,20,1,5,105,20,1,5,98,20,1,5,87,4,14,1,4
Evan_MC_E1_cell277734,79,11,2,55,24,17,5,9,24,17,5,9,24,17,5,10,51,9,2,46
Evan_MC_E1_cell278061,57,30,9,9,79,35,1,-1,79,14,1,3,79,14,1,5,57,21,9,6
Evan_MC_E1_cell278400,12,27,1,-1,12,15,3,36,1,15,3,52,1,15,3,55,1,14,1,-1
Evan_MC_E1_cell278445,2,26,3,-1,19,28,4,107,17,4,4,81,17,4,4,67,1,15,3,50
Evan_MC_E1_cell278559,4,35,1,10,6,14,1,73,5,14,1,3,4,14,1,5,4,14,1,4
Evan_MC_E1_cell278752,73,13,8,54,79,9,2,34,79,9,2,33,79,9,2,38,73,13,8,30
Evan_MC_E1_cell279003,79,9,23,-1,24,17,5,9,24,17,5,9,24,17,5,10,51,9,2,46
Evan_MC_E1_cell279147,31,29,7,1,79,25,16,-1,79,25,16,-1,79,25,16,-1,10,29,7,1
Evan_MC_E1_cell279245,12,26,3,142,40,8,10,12,40,8,10,7,39,8,10,13,1,15,3,50
Evan_MC_E1_cell279853,12,26,3,142,12,15,3,36,1,15,3,52,1,15,3,55,1,15,3,50
Evan_MC_E1_cell279889,20,17,5,-1,75,25,16,-1,75,25,16,-1,75,25,16,-1,20,1,5,20
Evan_MC_E1_cell280542,79,34,2,60,49,10,8,-1,49,10,8,-1,49,6,8,-1,51,9,2,46
Evan_MC_E1_cell280614,12,15,3,142,73,13,8,64,73,13,8,63,73,13,8,53,1,15,3,50
Evan_MC_E1_cell280634,31,3,7,1,18,24,4,90,17,4,4,81,17,4,4,67,10,3,7,1
Evan_MC_E1_cell280803,19,28,4,108,18,28,4,90,17,4,4,81,17,4,4,67,17,4,4,53
Evan_MC_E1_cell280820,24,17,5,85,1,15,3,36,1,15,3,52,1,15,3,55,20,1,5,20
Evan_MC_E1_cell280832,20,1,5,13,79,20,1,-1,79,14,1,3,79,14,1,5,20,1,5,20
Evan_MC_E1_cell281204,18,24,4,67,54,30,18,32,54,30,18,31,54,30,18,28,17,4,4,53
Evan_MC_E1_cell281333,17,4,4,56,52,7,14,52,52,7,14,51,52,7,14,47,17,4,4,53
Evan_MC_E1_cell281467,4,35,23,-1,54,30,3,32,54,30,3,31,54,30,3,28,4,14,2,4
Evan_MC_E1_cell281550,30,17,5,-1,24,17,5,9,24,17,5,9,24,17,5,10,20,1,5,20
Evan_MC_E1_cell281784,49,3,25,14,4,5,31,-1,4,5,31,-1,4,5,31,-1,16,3,6,19
Evan_MC_E1_cell282116,78,27,1,27,73,13,8,64,73,13,8,63,73,13,8,53,4,14,1,4
Evan_MC_E1_cell282270,52,7,14,52,79,9,2,34,79,9,2,33,79,9,2,38,52,7,14,40
Evan_MC_E1_cell282432,24,17,5,85,79,9,2,34,79,9,2,33,79,9,2,38,20,1,5,20
Evan_MC_E1_cell282781,49,3,6,14,49,6,6,2,49,6,6,2,49,6,6,1,16,3,6,19
Evan_MC_E1_cell282907,73,13,8,54,24,17,5,9,24,17,5,9,24,17,5,10,73,13,8,30
Evan_MC_E1_cell283005,57,33,15,18,14,14,1,-1,14,14,1,3,4,14,1,5,57,33,15,13
Evan_MC_E1_cell283046,73,13,8,54,24,17,5,9,24,17,5,9,24,17,5,10,73,13,8,30
Evan_MC_E1_cell283121,53,34,2,-1,26,28,4,-1,17,4,4,81,17,4,4,67,53,9,2,46
Evan_MC_E1_cell283200,79,11,2,55,52,7,14,52,52,7,14,51,52,7,14,47,51,9,2,46
Evan_MC_E1_cell283304,63,22,12,20,6,35,1,73,5,14,1,3,4,14,1,5,63,22,12,17
Evan_MC_E1_cell283456,31,17,5,-1,73,13,8,64,73,13,8,63,73,13,8,53,10,1,5,20
Evan_MC_E1_cell283473,54,30,9,9,21,18,11,-1,21,18,11,-1,21,18,11,-1,53,21,9,6
Evan_MC_E1_cell283523,78,27,1,27,57,33,15,16,57,33,15,20,57,33,15,23,4,14,1,4
Evan_MC_E1_cell283608,12,26,3,142,6,20,1,73,5,14,1,3,4,14,1,5,1,15,3,50
Evan_MC_E1_cell283765,64,29,17,-1,19,28,4,107,17,4,4,81,17,4,4,67,64,29,17,-1
Evan_MC_E1_cell284585,78,27,1,27,79,9,2,34,79,9,2,33,79,9,2,38,4,14,1,4
Evan_MC_E1_cell284847,57,30,9,9,17,4,13,-1,17,4,13,-1,17,4,13,-1,57,21,9,6
Evan_MC_E1_cell285272,39,8,10,15,54,21,9,-1,54,21,9,-1,54,21,9,-1,39,8,10,52
Evan_MC_E1_cell285510,17,4,4,56,15,2,27,-1,15,2,27,-1,15,2,27,-1,17,4,4,53
Evan_MC_E1_cell285757,4,35,1,10,25,17,5,9,25,17,5,9,25,17,5,10,4,14,1,4
Evan_MC_E1_cell285769,78,27,1,27,72,32,22,-1,72,32,22,-1,72,32,22,-1,4,14,1,4
Evan_MC_E1_cell285850,57,33,15,18,19,28,4,107,17,4,4,81,17,4,4,67,57,33,15,13
Evan_MC_E1_cell286030,21,23,30,-1,20,1,5,105,20,1,5,98,20,1,5,87,21,23,30,-1
Evan_MC_E1_cell286054,68,25,20,-1,53,30,9,11,53,30,9,17,53,30,9,18,68,25,20,-1
Evan_MC_E1_cell286333,52,7,14,52,17,4,4,72,17,4,4,81,17,4,4,67,52,7,14,40
Evan_MC_E1_cell286457,57,33,15,18,73,13,8,64,73,13,8,63,73,13,8,53,57,33,15,13
Evan_MC_E1_cell286492,24,17,5,85,24,17,5,9,24,17,5,9,24,17,5,10,20,1,5,20
Evan_MC_E1_cell286562,72,36,21,-1,79,9,2,34,79,9,2,33,79,9,2,38,72,36,21,-1
Evan_MC_E1_cell287063,38,3,7,-1,20,1,5,105,20,1,5,98,20,1,5,87,10,3,7,1
Evan_MC_E1_cell287434,49,19,6,2,79,9,2,34,79,9,2,33,79,9,2,38,16,6,6,45
Evan_MC_E1_cell287932,75,25,16,-1,73,13,8,64,73,13,8,63,73,13,8,53,75,25,16,-1
Evan_MC_E1_cell287964,54,18,11,-1,49,6,25,-1,49,6,25,-1,49,6,6,1,53,16,11,14
Evan_MC_E1_cell287983,17,4,4,56,18,24,4,90,17,4,4,81,17,4,4,67,17,4,4,53
Evan_MC_E1_cell288164,18,24,4,67,31,25,16,-1,31,25,16,-1,31,25,16,-1,17,4,4,53
Evan_MC_E1_cell288241,78,27,1,27,2,15,3,36,1,15,3,52,1,15,3,55,4,14,1,4
Evan_MC_E1_cell288333,49,19,6,2,79,9,2,34,79,9,2,33,79,9,2,38,16,6,6,45
Evan_MC_E1_cell288566,49,3,7,14,5,20,1,57,5,14,1,3,4,14,1,5,16,3,7,19
Evan_MC_E1_cell288869,79,11,2,55,18,24,4,90,17,4,4,81,17,4,4,67,51,9,2,46
Evan_MC_E1_cell289235,78,27,1,27,25,16,11,5,25,16,11,6,25,16,11,4,4,14,1,4
Evan_MC_E1_cell289439,7,8,10,15,79,9,2,34,79,9,2,33,79,9,2,38,7,8,10,-1
Evan_MC_E1_cell289449,73,13,8,54,68,31,13,15,68,31,13,11,68,31,13,12,73,13,8,30
Evan_MC_E1_cell289500,63,22,12,20,52,7,14,52,52,7,14,51,52,7,14,47,63,22,12,17
Evan_MC_E1_cell289513,52,7,23,-1,72,36,21,-1,72,36,21,-1,72,36,21,-1,52,7,2,40
Evan_MC_E1_cell289634,12,15,3,142,49,10,21,-1,49,10,21,-1,49,6,21,-1,1,15,3,50
Evan_MC_E1_cell289751,79,34,2,60,60,33,15,16,60,33,15,20,60,33,15,23,51,9,2,46
Evan_MC_E1_cell289858,25,17,5,-1,79,9,2,34,79,9,2,33,79,9,2,38,20,1,5,20
Evan_MC_E1_cell290202,52,7,14,52,12,15,3,36,1,15,3,52,1,15,3,55,52,7,14,40
Evan_MC_E1_cell290341,80,9,2,-1,49,8,6,2,49,8,6,2,49,8,6,1,51,9,2,46
Evan_MC_E1_cell290566,31,17,5,-1,78,27,1,4,78,14,1,3,4,14,1,5,10,1,5,20
Evan_MC_E1_cell291080,79,34,2,60,26,24,4,-1,17,4,4,81,17,4,4,67,51,9,2,46
Evan_MC_E1_cell291087,6,20,1,16,13,35,1,-1,13,14,1,3,4,14,1,5,4,14,1,4
Evan_MC_E1_cell291170,52,7,14,52,63,22,12,17,63,22,12,18,63,22,12,19,52,7,14,40
Evan_MC_E1_cell291291,6,20,1,16,26,28,4,-1,17,4,4,81,17,4,4,67,4,14,1,4
Evan_MC_E1_cell291332,49,3,7,14,14,35,1,-1,14,14,1,3,4,14,1,5,16,3,7,19
Evan_MC_E1_cell291400,78,27,1,27,24,17,5,9,24,17,5,9,24,17,5,10,4,14,1,4
Evan_MC_E1_cell291471,79,9,2,60,75,13,8,64,75,13,8,63,75,13,8,53,51,9,2,46
Evan_MC_E1_cell291535,79,11,2,55,79,9,2,34,79,9,2,33,79,9,2,38,51,9,2,46
Evan_MC_E1_cell291814,58,30,9,9,72,36,28,-1,72,36,28,-1,72,36,28,-1,21,21,9,6
Evan_MC_E1_cell291870,65,29,17,-1,18,24,4,90,17,4,4,81,17,4,4,67,65,29,17,-1
Evan_MC_E1_cell291897,78,27,1,27,64,29,17,-1,64,29,17,-1,64,29,17,-1,4,14,1,4
Evan_MC_E1_cell291911,63,22,12,20,18,24,4,90,17,4,4,81,17,4,4,67,63,22,12,17
Evan_MC_E1_cell292138,13,20,1,16,79,9,2,34,79,9,2,33,79,9,2,38,4,14,1,4
Evan_MC_E1_cell292364,24,17,5,85,79,9,2,34,79,9,2,33,79,9,2,38,20,1,5,20
Evan_MC_E1_cell292404,63,22,12,20,73,13,8,64,73,13,8,63,73,13,8,53,63,22,12,17
Evan_MC_E1_cell292591,79,11,2,55,18,24,4,90,17,4,4,81,17,4,4,67,51,9,2,46
Evan_MC_E1_cell292945,69,32,28,-1,54,18,11,-1,54,18,11,-1,54,18,11,-1,50,32,21,-1
Evan_MC_E1_cell293088,79,9,2,60,75,25,16,-1,75,25,16,-1,75,25,16,-1,51,9,2,46
Evan_MC_E1_cell293134,49,10,6,2,18,24,4,90,17,4,4,81,17,4,4,67,16,6,6,45
Evan_MC_E1_cell293571,79,11,2,55,68,31,13,15,68,31,13,11,68,31,13,12,51,9,2,46
Evan_MC_E1_cell294536,12,26,3,142,75,13,8,64,75,13,8,63,75,13,8,53,1,15,3,50
Evan_MC_E1_cell294712,49,19,25,-1,20,1,5,105,20,1,5,98,20,1,5,87,16,6,6,45
Evan_MC_E1_cell294718,64,29,17,-1,65,8,10,12,65,8,10,7,65,8,10,13,64,29,17,-1
Evan_MC_E1_cell294878,80,27,1,-1,52,7,14,52,52,7,14,51,52,7,14,47,51,14,1,-1
Evan_MC_E1_cell294886,31,3,7,1,1,15,3,36,1,15,3,52,1,15,3,55,10,3,7,1
Evan_MC_E1_cell294941,79,9,2,60,20,1,5,105,20,1,5,98,20,1,5,87,51,9,2,46
Evan_MC_E1_cell295070,24,17,5,85,78,27,1,4,78,14,1,3,4,14,1,5,20,1,5,20
Evan_MC_E1_cell295388,53,30,9,9,79,9,2,34,79,9,2,33,79,9,2,38,53,21,9,6
Evan_MC_E1_cell295631,8,27,13,-1,78,27,1,4,78,14,1,3,4,14,1,5,4,14,13,4
Evan_MC_E1_cell295880,39,8,10,15,79,9,2,34,79,9,2,33,79,9,2,38,39,8,10,52
Evan_MC_E1_cell296028,24,17,5,85,52,7,14,52,52,7,14,51,52,7,14,47,20,1,5,20
Evan_MC_E1_cell296322,12,15,3,142,79,9,2,34,79,9,2,33,79,9,2,38,1,15,3,50
Evan_MC_E1_cell296403,5,35,1,10,12,15,3,36,1,15,3,52,1,15,3,55,4,14,1,4
Evan_MC_E1_cell296509,4,14,1,24,73,13,8,64,73,13,8,63,73,13,8,53,4,14,1,4
Evan_MC_E1_cell296561,32,3,7,-1,79,9,2,34,79,9,2,33,79,9,2,38,32,3,7,-1
Evan_MC_E1_cell296643,31,18,7,1,68,12,20,-1,68,12,20,-1,68,12,20,-1,10,16,7,1
Evan_MC_E1_cell296710,6,20,1,16,57,30,9,11,57,30,9,17,57,30,9,18,4,14,1,4
Evan_MC_E1_cell296961,49,8,32,-1,52,7,23,-1,52,7,23,-1,52,7,2,-1,16,8,6,-1
Evan_MC_E1_cell296974,64,29,17,-1,6,14,1,73,5,14,1,3,4,14,1,5,64,29,17,-1
Evan_MC_E1_cell297131,70,32,19,-1,4,15,3,36,4,15,3,52,4,15,3,55,68,32,19,-1
Evan_MC_E1_cell297149,58,30,9,9,54,30,9,32,54,30,9,31,54,30,9,28,21,21,9,6
Evan_MC_E1_cell297587,68,31,13,19,79,9,2,34,79,9,2,33,79,9,2,38,68,31,13,11
Evan_MC_E1_cell298074,62,8,10,15,63,22,12,17,63,22,12,18,63,22,12,19,39,8,10,52
Evan_MC_E1_cell298092,53,19,6,-1,17,4,4,72,17,4,4,81,17,4,4,67,53,6,6,45
Evan_MC_E1_cell298107,13,20,1,16,12,15,3,36,1,15,3,52,1,15,3,55,4,14,1,4
Evan_MC_E1_cell298347,52,7,14,52,63,22,18,-1,63,22,18,-1,63,22,18,-1,52,7,14,40
Evan_MC_E1_cell298717,68,31,13,19,78,20,1,-1,78,14,1,3,4,14,1,5,68,31,13,11
Evan_MC_E1_cell299071,31,3,7,1,79,9,2,34,79,9,2,33,79,9,2,38,10,3,7,1
Evan_MC_E1_cell299153,1,15,3,-1,63,22,12,17,63,22,12,18,63,22,12,19,1,15,3,50
Evan_MC_E1_cell299439,19,28,4,108,20,1,5,105,20,1,5,98,20,1,5,87,17,4,4,53
Evan_MC_E1_cell299779,49,32,22,-1,68,31,13,15,68,31,13,11,68,31,13,12,16,32,22,-1
Evan_MC_E1_cell299867,20,1,5,13,5,14,1,57,5,14,1,3,4,14,1,5,20,1,5,20
Evan_MC_E1_cell300248,18,24,4,67,79,9,23,34,79,9,23,33,79,9,2,38,17,4,4,53
Evan_MC_E1_cell300256,20,1,5,13,58,16,11,5,58,16,11,6,58,16,11,4,20,1,5,20
Evan_MC_E1_cell300293,6,22,12,20,68,31,13,15,68,31,13,11,68,31,13,12,4,22,12,17
Evan_MC_E1_cell300764,80,9,2,-1,79,9,2,34,79,9,2,33,79,9,2,38,51,9,2,46
Evan_MC_E1_cell300849,78,27,1,27,65,29,17,-1,65,29,17,-1,65,29,17,-1,4,14,1,4
Evan_MC_E1_cell300930,31,3,7,1,63,22,12,17,63,22,12,18,63,22,12,19,10,3,7,1
Evan_MC_E1_cell300965,20,1,5,13,69,32,19,-1,69,32,19,-1,69,32,19,-1,20,1,5,20
Evan_MC_E1_cell301171,12,15,3,142,31,3,7,1,31,3,7,1,31,3,7,2,1,15,3,50
Evan_MC_E1_cell301235,24,27,1,-1,21,16,11,5,21,16,11,6,21,16,11,4,20,14,1,-1
Evan_MC_E1_cell301266,2,26,3,-1,4,35,1,-1,4,14,1,3,4,14,1,5,1,15,3,50
Evan_MC_E1_cell301307,12,15,3,142,79,9,2,34,79,9,2,33,79,9,2,38,1,15,3,50
Evan_MC_E1_cell301789,80,9,29,-1,62,8,10,12,62,8,10,7,39,8,10,13,51,9,6,-1
Evan_MC_E1_cell301984,4,20,1,16,78,27,1,4,78,14,1,3,4,14,1,5,4,14,1,4
Evan_MC_E1_cell302084,5,35,1,10,12,15,3,36,1,15,3,52,1,15,3,55,4,14,1,4
Evan_MC_E1_cell302176,73,13,8,54,12,15,3,36,1,15,3,52,1,15,3,55,73,13,8,30
Evan_MC_E1_cell302226,78,27,1,27,54,30,9,32,54,30,9,31,54,30,9,28,4,14,1,4
Evan_MC_E1_cell302334,79,9,23,-1,79,9,2,34,79,9,2,33,79,9,2,38,51,9,2,46
Evan_MC_E1_cell302341,18,24,4,67,6,14,1,73,5,14,1,3,4,14,1,5,17,4,4,53
Evan_MC_E1_cell302463,54,30,9,9,79,9,2,34,79,9,2,33,79,9,2,38,53,21,9,6
Evan_MC_E1_cell302571,19,28,4,108,57,33,15,16,57,33,15,20,57,33,15,23,17,4,4,53
Evan_MC_E1_cell302656,12,26,3,142,63,22,12,17,63,22,12,18,63,22,12,19,1,15,3,50
Evan_MC_E1_cell302769,25,17,5,-1,17,18,11,-1,17,18,11,-1,17,18,11,-1,20,1,5,20
Evan_MC_E1_cell302864,52,7,14,52,73,13,8,64,73,13,8,63,73,13,8,53,52,7,14,40
Evan_MC_E1_cell303199,7,31,18,-1,24,17,5,9,24,17,5,9,24,17,5,10,7,31,18,-1
Evan_MC_E1_cell303654,68,31,13,19,21,16,11,5,21,16,11,6,21,16,11,4,68,31,13,11
Evan_MC_E1_cell303818,4,14,1,24,60,33,15,16,60,33,15,20,60,33,15,23,4,14,1,4
Evan_MC_E1_cell304522,49,19,6,2,53,30,9,11,53,30,9,17,53,30,9,18,16,6,6,45
Evan_MC_E1_cell304540,8,27,1,-1,73,13,8,64,73,13,8,63,73,13,8,53,4,14,1,4
Evan_MC_E1_cell304724,20,17,5,-1,79,9,2,34,79,9,2,33,79,9,2,38,20,1,5,20
Evan_MC_E1_cell305035,53,30,9,9,49,36,21,-1,49,36,21,-1,49,36,21,-1,53,21,9,6
Evan_MC_E1_cell305083,78,27,1,27,19,28,4,107,17,4,4,81,17,4,4,67,4,14,1,4
Evan_MC_E1_cell305166,58,16,11,4,78,9,2,-1,78,9,2,-1,4,9,2,-1,21,16,11,14
Evan_MC_E1_cell305398,24,17,5,85,2,15,3,36,1,15,3,52,1,15,3,55,20,1,5,20
Evan_MC_E1_cell305407,79,34,2,60,53,30,9,11,53,30,9,17,53,30,9,18,51,9,2,46
Evan_MC_E1_cell305635,54,18,11,-1,6,14,1,73,5,14,1,3,4,14,1,5,53,16,11,14
Evan_MC_E1_cell305665,49,8,10,15,53,19,6,-1,53,19,6,-1,53,6,6,-1,16,8,10,-1
Evan_MC_E1_cell306348,20,21,9,-1,18,30,9,11,17,30,9,17,17,30,9,18,20,21,9,6
Evan_MC_E1_cell306527,62,6,10,-1,6,14,1,73,5,14,1,3,4,14,1,5,39,6,10,52
Evan_MC_E1_cell306973,19,28,4,108,6,20,1,73,5,14,1,3,4,14,1,5,17,4,4,53
Evan_MC_E1_cell306994,63,22,12,20,79,9,2,34,79,9,2,33,79,9,2,38,63,22,12,17
Evan_MC_E1_cell307013,19,24,4,108,62,8,10,12,62,8,10,7,39,8,10,13,17,4,4,53
Evan_MC_E1_cell307662,20,1,5,13,15,2,27,-1,15,2,27,-1,15,2,27,-1,20,1,5,20
Evan_MC_E1_cell307942,79,9,2,60,79,9,2,34,79,9,2,33,79,9,2,38,51,9,2,46
Evan_MC_E1_cell308404,12,26,3,142,78,14,20,-1,78,14,20,-1,4,14,20,-1,1,15,3,50
Evan_MC_E1_cell308439,19,4,4,108,78,27,18,-1,78,14,18,-1,4,14,18,-1,17,4,4,53
Evan_MC_E1_cell308552,12,15,3,142,49,10,6,2,49,10,6,2,49,6,6,1,1,15,3,50
Evan_MC_E1_cell308728,65,12,20,-1,78,27,1,4,78,14,1,3,4,14,1,5,65,12,20,-1
Evan_MC_E1_cell308789,20,1,5,13,25,16,11,5,25,16,11,6,25,16,11,4,20,1,5,20
Evan_MC_E1_cell309227,24,17,5,85,75,25,16,-1,75,25,16,-1,75,25,16,-1,20,1,5,20
Evan_MC_E1_cell309519,79,34,2,60,69,32,19,-1,69,32,19,-1,69,32,19,-1,51,9,2,46
Evan_MC_E1_cell310010,6,20,1,16,53,21,9,-1,53,21,9,-1,53,21,9,-1,4,14,1,4
Evan_MC_E1_cell310051,31,3,7,1,49,6,6,2,49,6,6,2,49,6,6,1,10,3,7,1
Evan_MC_E1_cell310267,66,22,12,20,53,19,6,-1,53,19,6,-1,53,6,6,-1,63,22,12,17
Evan_MC_E1_cell310346,52,7,23,-1,17,4,4,72,17,4,4,81,17,4,4,67,52,7,2,40
Evan_MC_E1_cell310530,24,17,5,85,18,24,4,90,17,4,4,81,17,4,4,67,20,1,5,20
Evan_MC_E1_cell310877,72,36,21,-1,49,8,10,12,49,8,10,7,49,8,10,13,72,36,21,-1
Evan_MC_E1_cell311338,79,34,2,60,52,7,14,52,52,7,14,51,52,7,14,47,51,9,2,46
Evan_MC_E1_cell311589,52,7,14,52,79,13,2,-1,79,13,2,-1,79,13,2,-1,52,7,14,40
Evan_MC_E1_cell311597,63,22,12,20,75,13,8,64,75,13,8,63,75,13,8,53,63,22,12,17
Evan_MC_E1_cell311821,19,28,4,108,19,28,4,107,17,4,4,81,17,4,4,67,17,4,4,53
Evan_MC_E1_cell312181,20,1,5,13,62,8,10,12,62,8,10,7,39,8,10,13,20,1,5,20
Evan_MC_E1_cell312318,68,31,13,19,24,16,11,5,24,16,11,6,24,16,11,4,68,31,13,11
Evan_MC_E1_cell312442,24,4,4,56,12,15,3,36,1,15,3,52,1,15,3,55,20,4,4,53
Evan_MC_E1_cell312457,80,34,2,-1,78,27,20,-1,78,14,20,-1,4,14,20,-1,51,9,2,46
Evan_MC_E1_cell312802,24,17,5,85,79,9,2,34,79,9,2,33,79,9,2,38,20,1,5,20
Evan_MC_E1_cell313231,69,36,19,-1,70,31,13,15,70,31,13,11,70,31,13,12,50,36,19,-1
Evan_MC_E1_cell313579,53,30,9,9,24,21,5,-1,24,21,5,-1,24,21,5,-1,53,21,9,6
Evan_MC_E1_cell313580,49,26,7,-1,39,8,10,12,39,8,10,7,39,8,10,13,16,15,7,-1
Evan_MC_E1_cell314133,78,20,1,16,63,22,12,17,63,22,12,18,63,22,12,19,4,14,1,4
Evan_MC_E1_cell314314,49,9,2,-1,78,27,1,4,78,14,1,3,4,14,1,5,16,9,2,46
Evan_MC_E1_cell314832,12,26,3,142,4,30,9,11,4,30,9,17,4,30,9,18,1,15,3,50
Evan_MC_E1_cell314845,54,30,9,9,49,19,6,2,49,19,6,2,49,6,6,1,53,21,9,6
Evan_MC_E1_cell314855,38,3,7,-1,54,30,9,32,54,30,9,31,54,30,9,28,10,3,7,1
Evan_MC_E1_cell315006,79,34,2,60,79,9,2,34,79,9,2,33,79,9,2,38,51,9,2,46
Evan_MC_E1_cell315349,18,4,4,56,73,13,8,64,73,13,8,63,73,13,8,53,17,4,4,53
Evan_MC_E1_cell315544,74,13,21,-1,12,15,3,36,1,15,3,52,1,15,3,55,72,13,21,-1
Evan_MC_E1_cell315682,18,24,4,67,79,9,2,34,79,9,2,33,79,9,2,38,17,4,4,53
